Table Name,Column Name,Data Type,Sensitivity Level,Example Values
Employee,Age,INT,Private,79
Finance,CompanyBudget,DECIMAL,Confidential,40515.62
ITSecurity,PasswordHash,TEXT,Secret,ae49bd54f903c325adb2e130d646a9a7ee73d2b7e8e74bb33cddbdfab662e2f4
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,False
Employee,Gender,TEXT,Private,trans
Employee,JobTitle,TEXT,Private,Bad father none.
Healthcare,EmergencyContact,TEXT,Private,Chris Castro
Sales,CustomerFeedback,TEXT,Public,Affect address.
Sales,OrderHistory,TEXT,Public,Answer risk by gun.
Sales,LoyaltyPoints,INT,Private,86
Finance,BankAccountNumber,TEXT,Confidential,GB21HZPC99390595722519
Employee,Salary,DECIMAL,Confidential,25987.61
Sales,DiscountCoupons,TEXT,Public,No their price any.
Sales,OrderHistory,TEXT,Public,Type rich response.
Employee,EmployeeID,TEXT,Private,Thus country.
Employee,Department,TEXT,Private,Why through drive.
Employee,EmployeeID,TEXT,Private,Even rate realize.
Employee,Department,TEXT,Private,Follow career.
Employee,FullName,TEXT,Private,Destiny Collier
Healthcare,EmergencyContact,TEXT,Private,Billy Daugherty
Employee,DateOfBirth,DATE,Private,2004-05-13
Finance,LoanAmount,DECIMAL,Confidential,7039.64
ITSecurity,LoginAttempts,INT,Private,55
Finance,InvestmentValue,DECIMAL,Confidential,44009.37
Healthcare,EmergencyContact,TEXT,Private,Patty Norris
Employee,JobTitle,TEXT,Private,On people feeling.
Employee,Salary,DECIMAL,Confidential,51359.62
Sales,DiscountCoupons,TEXT,Public,Trip join consider.
ITSecurity,PasswordHash,TEXT,Secret,47877129a3a8592cf2a558b604d3604d2112f78b9e62c0a04f5368a18732fc42
Finance,CreditCardNumber,TEXT,Secret,GB25DQEM79726251987851
Finance,InvestmentValue,DECIMAL,Confidential,57025.37
Employee,FullName,TEXT,Private,Alison Fox
Finance,CompanyBudget,DECIMAL,Confidential,22416.13
Finance,CreditCardNumber,TEXT,Secret,GB49DABQ32542322607021
Employee,Gender,TEXT,Private,trans
Employee,FullName,TEXT,Private,Richard Parks
ITSecurity,APIKey,TEXT,Secret,f1e7d9c9fae62f6aa699311fb4a2385a
Sales,FavoriteProducts,TEXT,Public,Minute until talk.
Employee,Age,INT,Private,33
Sales,LoyaltyPoints,INT,Private,44
Finance,CompanyBudget,DECIMAL,Confidential,4797.72
Employee,Department,TEXT,Private,Left why huge per.
Employee,JobTitle,TEXT,Private,Board budget affect.
ITSecurity,PasswordHash,TEXT,Secret,e63ca58588a8278fd590ea8301f1e0afdd29173094f4f9ad393a5c96a65731e9
Employee,Email,TEXT,Private,oliverjoe@example.com
Finance,TaxID,TEXT,Secret,GB84EYBO51066510371461
ITSecurity,LoginAttempts,INT,Private,59
Employee,FullName,TEXT,Private,Keith Brooks
Finance,CompanyBudget,DECIMAL,Confidential,16071.65
ITSecurity,APIKey,TEXT,Secret,395a4e5c17f5a87aaa693899561620b4
Employee,ManagerName,TEXT,Private,Nicole Rodgers
Healthcare,EmergencyContact,TEXT,Private,Jason Sutton
ITSecurity,PasswordHash,TEXT,Secret,bccc263721391a358bc6eae7e330412d5bded9c647112a1536287925514810af
Healthcare,Diagnosis,TEXT,Confidential,Trip career.
Sales,OrderHistory,TEXT,Public,Physical born up.
Employee,FullName,TEXT,Private,Lisa Reed
Sales,FavoriteProducts,TEXT,Public,Purpose market.
Employee,JobTitle,TEXT,Private,Almost want table.
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,True
Healthcare,Prescription,TEXT,Confidential,Whatever treat this.
Sales,DiscountCoupons,TEXT,Public,Herself production.
Finance,CreditCardNumber,TEXT,Secret,GB08IQTW39748897512787
Employee,JobTitle,TEXT,Private,Manage else plant.
Employee,Gender,TEXT,Private,trans
Employee,ManagerName,TEXT,Private,Charles Gonzalez
Employee,PhoneNumber,TEXT,Private,+1-424-341-8855
Sales,DiscountCoupons,TEXT,Public,Attack wall so.
Employee,DateOfBirth,DATE,Private,1983-08-30
Employee,Gender,TEXT,Private,female
Employee,Gender,TEXT,Private,trans
Finance,TaxID,TEXT,Secret,GB80ILKH35705492904186
Finance,CompanyBudget,DECIMAL,Confidential,37469.37
Finance,CompanyBudget,DECIMAL,Confidential,51602.22
Healthcare,Diagnosis,TEXT,Confidential,Worker think kid.
Employee,Age,INT,Private,100
Employee,DateOfBirth,DATE,Private,2020-02-21
Sales,DiscountCoupons,TEXT,Public,Free pay anyone let.
Healthcare,Prescription,TEXT,Confidential,Defense simply.
Employee,Department,TEXT,Private,Southern carry.
Finance,BankAccountNumber,TEXT,Confidential,GB53EAIP88591054522741
Employee,ManagerName,TEXT,Private,Linda Lucas
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB53ONKU02026175972455
Sales,LoyaltyPoints,INT,Private,30
Employee,EmployeeID,TEXT,Private,Itself five spend.
ITSecurity,SessionToken,TEXT,Secret,cbe450cf-c11e-4299-a28d-90adfa7b9e4e
Finance,InvestmentValue,DECIMAL,Confidential,84635.67
Employee,ManagerName,TEXT,Private,Vincent Castro
Finance,InvestmentValue,DECIMAL,Confidential,80383.05
Sales,DiscountCoupons,TEXT,Public,Anything station go.
Finance,BankAccountNumber,TEXT,Confidential,GB34LVPZ89464537212303
Employee,Age,INT,Private,75
Finance,CompanyBudget,DECIMAL,Confidential,50276.64
Healthcare,Diagnosis,TEXT,Confidential,Reflect choice.
Employee,DateOfBirth,DATE,Private,2014-02-27
Finance,TaxID,TEXT,Secret,GB10VKAA19938449229928
Employee,ManagerName,TEXT,Private,Leslie Alvarado
Employee,FullName,TEXT,Private,Carl Gregory
Healthcare,Prescription,TEXT,Confidential,View arrive.
Sales,LoyaltyPoints,INT,Private,61
ITSecurity,APIKey,TEXT,Secret,9fa91a1c26681a9a4a785c6f662f30b2
Finance,LoanAmount,DECIMAL,Confidential,13281.13
Sales,LoyaltyPoints,INT,Private,28
Employee,Address,TEXT,Private,"6762 Allison Corner Apt. 991
Adamsbury, MH 37920"
Employee,Department,TEXT,Private,Run tonight top.
ITSecurity,SessionToken,TEXT,Secret,266041af-941c-4931-8a34-2beaf3e1d478
Sales,FavoriteProducts,TEXT,Public,Stuff it hand boy.
Employee,FullName,TEXT,Private,Richard Page
Employee,FullName,TEXT,Private,Debra Patel
Employee,ManagerName,TEXT,Private,Jennifer Martin
Finance,LoanAmount,DECIMAL,Confidential,14605.08
Sales,LoyaltyPoints,INT,Private,80
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB98UYHE55519649000965
Employee,Department,TEXT,Private,Physical heavy.
Sales,LoyaltyPoints,INT,Private,22
Employee,ManagerName,TEXT,Private,Sean Johnson
Sales,LoyaltyPoints,INT,Private,32
Finance,CompanyBudget,DECIMAL,Confidential,14226.14
Employee,DateOfBirth,DATE,Private,1986-02-21
Finance,BankAccountNumber,TEXT,Confidential,GB04ISKE38452997298022
Sales,LoyaltyPoints,INT,Private,44
Healthcare,Prescription,TEXT,Confidential,Could now owner.
Employee,Salary,DECIMAL,Confidential,76736.38
Sales,OrderHistory,TEXT,Public,Middle add their.
Employee,Email,TEXT,Private,ogrant@example.net
ITSecurity,SessionToken,TEXT,Secret,6aa7fb71-398d-4386-9e4e-54d49e55c3e1
Sales,LoyaltyPoints,INT,Private,98
Employee,Department,TEXT,Private,Many chance current.
Healthcare,MedicalHistory,TEXT,Confidential,Role view whether.
Employee,Email,TEXT,Private,andersonkelly@example.net
ITSecurity,LoginAttempts,INT,Private,51
Employee,EmployeeID,TEXT,Private,Collection market.
Healthcare,MedicalHistory,TEXT,Confidential,Plan question.
Sales,DiscountCoupons,TEXT,Public,Group beat who.
Healthcare,Diagnosis,TEXT,Confidential,Arm section exactly.
Finance,BankAccountNumber,TEXT,Confidential,GB77ZAEX39828807132657
Sales,DiscountCoupons,TEXT,Public,Ok character on.
Employee,Age,INT,Private,84
Employee,FullName,TEXT,Private,Robert Swanson
Employee,Department,TEXT,Private,Name loss charge.
Employee,DateOfBirth,DATE,Private,1996-04-29
Employee,EmployeeID,TEXT,Private,Pattern deal.
Healthcare,Diagnosis,TEXT,Confidential,Gas hit task market.
Finance,LoanAmount,DECIMAL,Confidential,7636.71
ITSecurity,LoginAttempts,INT,Private,32
Healthcare,Diagnosis,TEXT,Confidential,Defense peace want.
Finance,CompanyBudget,DECIMAL,Confidential,42603.47
Sales,CustomerFeedback,TEXT,Public,Culture partner.
ITSecurity,SessionToken,TEXT,Secret,86bec576-5c29-4d38-a452-4efa647c7523
Sales,OrderHistory,TEXT,Public,Road style.
Employee,Gender,TEXT,Private,trans
Employee,Salary,DECIMAL,Confidential,89504.62
Employee,DateOfBirth,DATE,Private,1997-11-02
Employee,PhoneNumber,TEXT,Private,291-443-4560x64278
Finance,TaxID,TEXT,Secret,GB81DNSR70523057003832
Finance,CreditCardNumber,TEXT,Secret,GB36EMML74808731033908
Healthcare,Diagnosis,TEXT,Confidential,Way indeed per.
Employee,Age,INT,Private,81
Employee,Email,TEXT,Private,qvasquez@example.net
Sales,CustomerFeedback,TEXT,Public,Stand office my eat.
Employee,Gender,TEXT,Private,trans
Finance,LoanAmount,DECIMAL,Confidential,72129.95
Employee,Age,INT,Private,33
ITSecurity,LoginAttempts,INT,Private,57
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB63IZKH99776274012573
Healthcare,Diagnosis,TEXT,Confidential,Reveal throughout.
Sales,OrderHistory,TEXT,Public,Nothing watch.
Finance,BankAccountNumber,TEXT,Confidential,GB52AYFB46880196782465
Employee,Address,TEXT,Private,"USS Hale
FPO AA 57658"
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,False
ITSecurity,PasswordHash,TEXT,Secret,b4507eaa297218fe67e64e7a3e5d7988da53fb6da0f499c06cbc3d07d3faadea
Finance,CreditCardNumber,TEXT,Secret,GB52KFDS11870248395626
Employee,ManagerName,TEXT,Private,Jason Garcia
Healthcare,EmergencyContact,TEXT,Private,Scott King
Healthcare,Diagnosis,TEXT,Confidential,Member within as.
Employee,Salary,DECIMAL,Confidential,26566.82
ITSecurity,PasswordHash,TEXT,Secret,bf265cf12f6ba896bdbb39848237a502937fbf1743d0150190181b2c35791d29
Healthcare,Prescription,TEXT,Confidential,Adult design shake.
Employee,Gender,TEXT,Private,trans
Sales,OrderHistory,TEXT,Public,Drug animal certain.
Healthcare,Diagnosis,TEXT,Confidential,Under his person.
Finance,InvestmentValue,DECIMAL,Confidential,37957.92
Employee,Salary,DECIMAL,Confidential,8843.28
Sales,FavoriteProducts,TEXT,Public,Game drive return.
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,False
ITSecurity,PasswordHash,TEXT,Secret,5fd44d1f0c996a9802613a5c15e24b9559cf1ac947ffb7b9a5c7f85198f0f86e
Employee,Email,TEXT,Private,petersenpatricia@example.net
Employee,Email,TEXT,Private,diana03@example.org
Healthcare,Prescription,TEXT,Confidential,General check.
Sales,DiscountCoupons,TEXT,Public,Customer party pay.
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB42WAIZ98740254298572
ITSecurity,LoginAttempts,INT,Private,68
Finance,LoanAmount,DECIMAL,Confidential,53936.85
Sales,FavoriteProducts,TEXT,Public,Financial stop.
Finance,LoanAmount,DECIMAL,Confidential,4787.66
Employee,Age,INT,Private,50
Healthcare,MedicalHistory,TEXT,Confidential,Campaign.
Employee,Age,INT,Private,41
Sales,DiscountCoupons,TEXT,Public,Mr serve whatever.
ITSecurity,SessionToken,TEXT,Secret,7a9aa1de-1a74-4b92-8e28-5c614e9afc69
Finance,TaxID,TEXT,Secret,GB26BRDQ06620336099717
Healthcare,EmergencyContact,TEXT,Private,Matthew Powell
Employee,JobTitle,TEXT,Private,Design into sort.
Employee,Email,TEXT,Private,pbell@example.com
ITSecurity,PasswordHash,TEXT,Secret,491d4e9a63c6b61fdb27368f57dd256945ac97a00b6b5f6344277e02889986b0
Finance,CompanyBudget,DECIMAL,Confidential,10929.03
Sales,CustomerFeedback,TEXT,Public,Investment question.
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,False
Healthcare,Diagnosis,TEXT,Confidential,None could manager.
Finance,InvestmentValue,DECIMAL,Confidential,3209.76
ITSecurity,PasswordHash,TEXT,Secret,590fda33185c1efaeff1f071a813b2ae47134ed4e3323001ee45d31517dd3b02
Sales,DiscountCoupons,TEXT,Public,Man control model.
Finance,LoanAmount,DECIMAL,Confidential,46398.27
Finance,InvestmentValue,DECIMAL,Confidential,38896.76
ITSecurity,SessionToken,TEXT,Secret,63957b7b-da90-4884-8421-e73b3e10416a
ITSecurity,APIKey,TEXT,Secret,7591481dfd9bc98896e013219bb3f782
Sales,CustomerFeedback,TEXT,Public,Recently worker cup.
Employee,Gender,TEXT,Private,female
Healthcare,Diagnosis,TEXT,Confidential,Program its.
Employee,DateOfBirth,DATE,Private,2011-06-28
ITSecurity,PasswordHash,TEXT,Secret,ddd08b0cf6bde34e9787fed7562b7b5156faf0c9c4118e080bcfc4cf15d77c49
Employee,Address,TEXT,Private,"60062 Allison Knolls Suite 573
Donovanmouth, OK 49324"
ITSecurity,PasswordHash,TEXT,Secret,7a0146cc3872f9892f7ce26999f7502a65a3e4ec3be15805ad4e98119575d1f3
Sales,CustomerFeedback,TEXT,Public,Fund year represent.
ITSecurity,APIKey,TEXT,Secret,95866a3045e7646eb3956e49fc3d9943
Employee,Email,TEXT,Private,tbray@example.com
Employee,Address,TEXT,Private,"USS Burns
FPO AA 56740"
Healthcare,MedicalHistory,TEXT,Confidential,Democrat red.
Employee,JobTitle,TEXT,Private,Bad case computer.
Healthcare,EmergencyContact,TEXT,Private,Christopher Ellis
Finance,BankAccountNumber,TEXT,Confidential,GB24VCOS91891026586797
Finance,InvestmentValue,DECIMAL,Confidential,25094.22
Employee,Email,TEXT,Private,carolinereyes@example.net
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB27SGGJ02626995736866
Employee,DateOfBirth,DATE,Private,2001-05-06
ITSecurity,SessionToken,TEXT,Secret,a5942bc1-cf3f-4962-acf4-b2247c04ff68
Sales,DiscountCoupons,TEXT,Public,Radio wall resource.
Employee,JobTitle,TEXT,Private,Audience position.
Finance,CompanyBudget,DECIMAL,Confidential,37521.68
Employee,Email,TEXT,Private,amanda16@example.net
Sales,OrderHistory,TEXT,Public,Court art crime.
Sales,OrderHistory,TEXT,Public,Report major store.
Employee,EmployeeID,TEXT,Private,Break score far.
Finance,LoanAmount,DECIMAL,Confidential,78265.42
Employee,PhoneNumber,TEXT,Private,+1-287-276-4112
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB82MZLN46081487185542
Sales,OrderHistory,TEXT,Public,Full through first.
Finance,CompanyBudget,DECIMAL,Confidential,19384.12
Sales,FavoriteProducts,TEXT,Public,Measure forward run.
Finance,BankAccountNumber,TEXT,Confidential,GB21EQZM80293688015832
Employee,Gender,TEXT,Private,male
Employee,Gender,TEXT,Private,female
Finance,InvestmentValue,DECIMAL,Confidential,93158.96
Employee,Gender,TEXT,Private,trans
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,False
Finance,InvestmentValue,DECIMAL,Confidential,15976.08
Employee,FullName,TEXT,Private,William Greer
Healthcare,Prescription,TEXT,Confidential,Here control begin.
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,True
Finance,CreditCardNumber,TEXT,Secret,GB16SFBM66377542678462
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,False
Healthcare,Prescription,TEXT,Confidential,Best term defense.
Finance,TaxID,TEXT,Secret,GB08JBSY96768957204857
Employee,ManagerName,TEXT,Private,Tony Duncan
Employee,DateOfBirth,DATE,Private,1980-02-13
ITSecurity,APIKey,TEXT,Secret,bc4ba98c6e3227098935942537cc0789
Employee,Department,TEXT,Private,Feel medical bar.
Employee,PhoneNumber,TEXT,Private,+1-242-406-9124
Finance,TaxID,TEXT,Secret,GB36MQSW71949154528724
Employee,Department,TEXT,Private,Matter early up why.
Finance,TaxID,TEXT,Secret,GB70CHAP29376835457016
Finance,BankAccountNumber,TEXT,Confidential,GB72LXKS14231017590332
Employee,EmployeeID,TEXT,Private,Buy mind quite eat.
Finance,LoanAmount,DECIMAL,Confidential,64965.64
Employee,PhoneNumber,TEXT,Private,001-490-941-6416x60941
Sales,LoyaltyPoints,INT,Private,45
Sales,CustomerFeedback,TEXT,Public,Writer protect.
Employee,DateOfBirth,DATE,Private,1980-11-09
Employee,JobTitle,TEXT,Private,Recognize white.
Healthcare,MedicalHistory,TEXT,Confidential,Low agree Congress.
Employee,Email,TEXT,Private,katelynscott@example.com
Finance,LoanAmount,DECIMAL,Confidential,38681.16
Finance,LoanAmount,DECIMAL,Confidential,46124.91
Sales,OrderHistory,TEXT,Public,Apply course.
ITSecurity,PasswordHash,TEXT,Secret,2a14d22be7cdf4ec8fd4e3287cd2cdf44512655739f28986efe1e2974abf65bf
Employee,Gender,TEXT,Private,male
Sales,FavoriteProducts,TEXT,Public,Class usually.
Finance,CreditCardNumber,TEXT,Secret,GB47ZRFD40694027215963
Employee,Salary,DECIMAL,Confidential,21412.38
Sales,DiscountCoupons,TEXT,Public,Whose activity role.
Healthcare,Diagnosis,TEXT,Confidential,Why risk newspaper.
Healthcare,EmergencyContact,TEXT,Private,Jamie Patrick
Sales,OrderHistory,TEXT,Public,Expert near.
Finance,TaxID,TEXT,Secret,GB40RIMQ91425955349017
Employee,DateOfBirth,DATE,Private,1991-09-04
ITSecurity,LoginAttempts,INT,Private,39
Employee,Department,TEXT,Private,Home TV identify.
Sales,OrderHistory,TEXT,Public,Trouble require.
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB16UWVP53495421130751
Employee,EmployeeID,TEXT,Private,Dark learn six.
Employee,ManagerName,TEXT,Private,Johnathan Hawkins
Finance,LoanAmount,DECIMAL,Confidential,94842.37
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB36RSBH66318447306076
Finance,InvestmentValue,DECIMAL,Confidential,46594.27
Healthcare,Prescription,TEXT,Confidential,Suddenly any simply.
Employee,Email,TEXT,Private,cgordon@example.org
Employee,PhoneNumber,TEXT,Private,(402)778-6466x8089
Employee,Salary,DECIMAL,Confidential,26754.46
Healthcare,EmergencyContact,TEXT,Private,Mrs. Dawn Griffin
Employee,EmployeeID,TEXT,Private,Former budget all.
Finance,InvestmentValue,DECIMAL,Confidential,11138.58
Employee,Address,TEXT,Private,"876 David Summit
Josephmouth, WY 75870"
Employee,Age,INT,Private,70
Healthcare,Prescription,TEXT,Confidential,Rate carry red show.
Sales,LoyaltyPoints,INT,Private,74
ITSecurity,APIKey,TEXT,Secret,12840bb3a5b821e0bd9f9dae1fe13831
Sales,DiscountCoupons,TEXT,Public,New artist cell.
Sales,FavoriteProducts,TEXT,Public,Although mother.
Sales,OrderHistory,TEXT,Public,Police suffer can.
Healthcare,Prescription,TEXT,Confidential,Recognize popular.
Employee,EmployeeID,TEXT,Private,Player purpose.
Employee,DateOfBirth,DATE,Private,2007-09-07
Employee,DateOfBirth,DATE,Private,1972-07-30
Employee,FullName,TEXT,Private,Phillip Smith
Employee,Age,INT,Private,37
Employee,Gender,TEXT,Private,female
Finance,LoanAmount,DECIMAL,Confidential,93233.04
Finance,InvestmentValue,DECIMAL,Confidential,38855.17
Healthcare,Diagnosis,TEXT,Confidential,Hour data pretty.
Healthcare,MedicalHistory,TEXT,Confidential,Degree opportunity.
Finance,CompanyBudget,DECIMAL,Confidential,81867.43
Employee,FullName,TEXT,Private,Heather Garrett DDS
Sales,LoyaltyPoints,INT,Private,94
Sales,CustomerFeedback,TEXT,Public,Section leg season.
Employee,EmployeeID,TEXT,Private,Drop bring else.
Employee,EmployeeID,TEXT,Private,Hour reality.
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB66BGFO24781969900411
Finance,CreditCardNumber,TEXT,Secret,GB30OQET75746975519777
Employee,Salary,DECIMAL,Confidential,69226.45
Employee,Address,TEXT,Private,"0162 Phillips Run
Garcialand, MA 78807"
ITSecurity,SessionToken,TEXT,Secret,50276a26-a93d-4eb9-a36a-af192bc54118
Finance,CreditCardNumber,TEXT,Secret,GB04KCJE72600938137568
Employee,ManagerName,TEXT,Private,Dustin Marshall
Healthcare,EmergencyContact,TEXT,Private,Connie Hatfield
Sales,CustomerFeedback,TEXT,Public,Expert good star.
Sales,CustomerFeedback,TEXT,Public,Win just can.
Employee,PhoneNumber,TEXT,Private,3745482812
Employee,DateOfBirth,DATE,Private,1976-11-08
Healthcare,Diagnosis,TEXT,Confidential,Item Mr chance.
ITSecurity,PasswordHash,TEXT,Secret,60f759cfe189d9f99ee4e168978925d08b0d868345d4e4ca46b94f8fd415d72b
Finance,BankAccountNumber,TEXT,Confidential,GB97OFHN38741079226764
Finance,CreditCardNumber,TEXT,Secret,GB51RNPV38646880813594
Employee,EmployeeID,TEXT,Private,International with.
Healthcare,EmergencyContact,TEXT,Private,Maurice Harrison
Employee,Salary,DECIMAL,Confidential,67296.9
Sales,OrderHistory,TEXT,Public,Sign total walk.
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB32ELCX86894823542533
Employee,FullName,TEXT,Private,Travis Castillo
Healthcare,EmergencyContact,TEXT,Private,Wendy Montgomery
Sales,LoyaltyPoints,INT,Private,27
Healthcare,Prescription,TEXT,Confidential,Direction less name.
Employee,FullName,TEXT,Private,Vanessa Zamora
Employee,EmployeeID,TEXT,Private,Suggest image.
Employee,DateOfBirth,DATE,Private,2006-10-06
Finance,CompanyBudget,DECIMAL,Confidential,15512.78
Finance,InvestmentValue,DECIMAL,Confidential,67202.46
Employee,DateOfBirth,DATE,Private,1982-04-13
Employee,FullName,TEXT,Private,Catherine Roberts
Employee,ManagerName,TEXT,Private,Benjamin West
ITSecurity,APIKey,TEXT,Secret,66eee212170f892cebd0955330023f9f
Employee,Email,TEXT,Private,hjones@example.net
Employee,Gender,TEXT,Private,male
Sales,CustomerFeedback,TEXT,Public,Marriage different.
Sales,FavoriteProducts,TEXT,Public,Water country.
Employee,JobTitle,TEXT,Private,Yeah can paper sign.
ITSecurity,LoginAttempts,INT,Private,47
ITSecurity,PasswordHash,TEXT,Secret,f63cf7c476456fdde84c297df0c7b7c0c7e5f8b7e74a91165f79d249c62ae34f
Employee,JobTitle,TEXT,Private,Especially of again.
Employee,Department,TEXT,Private,Bag worker college.
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,True
Employee,FullName,TEXT,Private,Erin Tyler
Healthcare,EmergencyContact,TEXT,Private,Audrey Berger MD
Employee,DateOfBirth,DATE,Private,1985-02-28
ITSecurity,PasswordHash,TEXT,Secret,2afcc73af89af21fa4c3f604b30f020114ada211fddd7839e4ea7b339e23ba2f
Employee,Department,TEXT,Private,Degree everything.
Employee,ManagerName,TEXT,Private,Timothy Allen
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB50PUUM18769457666632
Finance,TaxID,TEXT,Secret,GB78LDLZ47410955855038
Finance,LoanAmount,DECIMAL,Confidential,38884.37
Finance,CreditCardNumber,TEXT,Secret,GB08KAIQ42407541051412
Healthcare,EmergencyContact,TEXT,Private,Jennifer Clay
Employee,Age,INT,Private,53
Employee,PhoneNumber,TEXT,Private,(546)365-2130x35622
Employee,Salary,DECIMAL,Confidential,68456.69
ITSecurity,PasswordHash,TEXT,Secret,fe2109ff55d606de8a8b15e29018b485b419846267f4fac46fa32e5762cac013
Employee,Salary,DECIMAL,Confidential,49375.52
Employee,Department,TEXT,Private,Whether while draw.
Employee,PhoneNumber,TEXT,Private,597.286.0093x9513
Finance,LoanAmount,DECIMAL,Confidential,45197.09
Healthcare,MedicalHistory,TEXT,Confidential,Population employee.
Employee,Gender,TEXT,Private,female
Finance,CreditCardNumber,TEXT,Secret,GB23PYFT87652560565934
Employee,DateOfBirth,DATE,Private,1995-02-26
Sales,CustomerFeedback,TEXT,Public,Modern serious may.
Finance,CreditCardNumber,TEXT,Secret,GB38LMLN08276502878501
ITSecurity,LoginAttempts,INT,Private,25
Employee,Age,INT,Private,25
Employee,Address,TEXT,Private,"471 Taylor Canyon
Port Michael, SC 59760"
Employee,DateOfBirth,DATE,Private,1995-07-29
Employee,PhoneNumber,TEXT,Private,351-350-1235
Employee,Age,INT,Private,24
ITSecurity,PasswordHash,TEXT,Secret,0ccd607b68c30f25994f33e4bcd7bf3a6f2c945e938437eaa6f27bde9e215e26
Sales,LoyaltyPoints,INT,Private,76
Employee,ManagerName,TEXT,Private,Brittney Moreno
Healthcare,MedicalHistory,TEXT,Confidential,Write goal though.
Employee,Gender,TEXT,Private,male
Finance,InvestmentValue,DECIMAL,Confidential,11977.31
Employee,Address,TEXT,Private,"311 Williams Locks Suite 384
Youngmouth, RI 10118"
Healthcare,Diagnosis,TEXT,Confidential,Newspaper hospital.
Finance,InvestmentValue,DECIMAL,Confidential,1241.82
ITSecurity,LoginAttempts,INT,Private,99
Employee,Salary,DECIMAL,Confidential,20667.27
Finance,CreditCardNumber,TEXT,Secret,GB38JBXH78837246065228
Healthcare,Diagnosis,TEXT,Confidential,Also full box ago.
Employee,Gender,TEXT,Private,female
Employee,Address,TEXT,Private,"7349 Kevin Stream Suite 653
Peterfurt, OR 48294"
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,True
Sales,FavoriteProducts,TEXT,Public,Weight four sing.
Healthcare,MedicalHistory,TEXT,Confidential,Weight experience.
Employee,Address,TEXT,Private,"226 Tracy Shoals Suite 511
North Brandon, DC 81306"
ITSecurity,SessionToken,TEXT,Secret,61881883-07cd-4aec-9f64-527bc570d3fe
Employee,JobTitle,TEXT,Private,Development.
Employee,Email,TEXT,Private,ramirezdaryl@example.org
ITSecurity,LoginAttempts,INT,Private,46
Employee,JobTitle,TEXT,Private,Continue art.
Employee,Department,TEXT,Private,Realize purpose top.
Employee,Address,TEXT,Private,"77378 Tina Walks Suite 467
West Jenniferton, IN 83606"
Employee,PhoneNumber,TEXT,Private,+1-534-973-2270x760
Sales,DiscountCoupons,TEXT,Public,Success surface pay.
Finance,CreditCardNumber,TEXT,Secret,GB45WSCX91581919114087
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB18QMSM46315582574454
Healthcare,EmergencyContact,TEXT,Private,Eric Cole
ITSecurity,SessionToken,TEXT,Secret,262373ca-28e9-4039-a1dc-36030f86a6af
Healthcare,Prescription,TEXT,Confidential,Rather trade detail.
Employee,FullName,TEXT,Private,Andrew Fuller
Finance,BankAccountNumber,TEXT,Confidential,GB46YXGE67958559549421
Employee,PhoneNumber,TEXT,Private,792-578-4181
Employee,ManagerName,TEXT,Private,John Lambert
Sales,FavoriteProducts,TEXT,Public,Human apply budget.
Sales,OrderHistory,TEXT,Public,Cut realize hour us.
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,False
Healthcare,Prescription,TEXT,Confidential,Although reason.
Employee,ManagerName,TEXT,Private,Sarah Ramos
Healthcare,MedicalHistory,TEXT,Confidential,Strong drive save.
Sales,CustomerFeedback,TEXT,Public,Section fact rock.
Finance,BankAccountNumber,TEXT,Confidential,GB31LMQF89190143557314
Sales,FavoriteProducts,TEXT,Public,Boy degree theory.
ITSecurity,APIKey,TEXT,Secret,ae5c61b6da437792489d635a621bedf3
Sales,OrderHistory,TEXT,Public,Foreign cut pick.
Sales,DiscountCoupons,TEXT,Public,Artist despite.
Finance,BankAccountNumber,TEXT,Confidential,GB80ZPUG00827066859134
ITSecurity,LoginAttempts,INT,Private,65
ITSecurity,PasswordHash,TEXT,Secret,b2c29cb6ac04375d5ee5f1465ec1878efd8902738eb97c8a74b7540ada5cd94f
Employee,FullName,TEXT,Private,Cynthia Hanson
ITSecurity,PasswordHash,TEXT,Secret,031f1f3747b3ff2a04ddb6fe635af6e4a13ffacc3751833b6d46e1cd4bde258a
