Table Name,Column Name,Data Type,Sensitivity Level,Example Values
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB05EQCE32429836858075
Sales,OrderHistory,TEXT,Public,Cut realize hour us.
Finance,LoanAmount,DECIMAL,Confidential,78265.42
Employee,Email,TEXT,Private,margaret41@example.com
Sales,LoyaltyPoints,INT,Private,59
Employee,JobTitle,TEXT,Private,Order health old.
Finance,CompanyBudget,DECIMAL,Confidential,84041.09
Sales,FavoriteProducts,TEXT,Public,Onto debate summer.
Finance,CreditCardNumber,TEXT,Secret,GB44QRDW06474020790282
Employee,ManagerName,TEXT,Private,Alison Williams
Finance,CreditCardNumber,TEXT,Secret,GB62AZCW86152677735550
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB90WPGV69931401436300
Employee,PhoneNumber,TEXT,Private,8433825194
Employee,FullName,TEXT,Private,Heather Zamora
Employee,Address,TEXT,Private,"7156 Duran Radial Apt. 497
Adamschester, MD 38943"
ITSecurity,PasswordHash,TEXT,Secret,fb742be0ec712be6eeede5d4f4b6373db2b64c457c7472a1740b0d0263694de3
Employee,Department,TEXT,Private,Everyone my top.
ITSecurity,SessionToken,TEXT,Secret,01a49e3e-04e8-4dc3-a615-7bfeda9218d1
Finance,CompanyBudget,DECIMAL,Confidential,72624.17
Employee,Salary,DECIMAL,Confidential,96136.29
Employee,Gender,TEXT,Private,trans
Employee,Gender,TEXT,Private,female
ITSecurity,SessionToken,TEXT,Secret,fe8e9e65-5bfe-457c-88cd-8e728530f0b8
Sales,OrderHistory,TEXT,Public,Turn media most.
Employee,DateOfBirth,DATE,Private,1977-02-10
Sales,LoyaltyPoints,INT,Private,79
Sales,DiscountCoupons,TEXT,Public,Group beat who.
Finance,CompanyBudget,DECIMAL,Confidential,95683.52
Employee,DateOfBirth,DATE,Private,2016-12-29
ITSecurity,PasswordHash,TEXT,Secret,9dcf653c47caf49a17176e50ff0cf0755d147d085cc4b4ceb6b2dd1840e371ff
Employee,FullName,TEXT,Private,Patricia Sims
ITSecurity,LoginAttempts,INT,Private,52
Finance,CompanyBudget,DECIMAL,Confidential,89142.01
ITSecurity,SessionToken,TEXT,Secret,d521aa8d-0d75-450c-ad08-2ff8c5d0f0b1
Employee,ManagerName,TEXT,Private,Barbara Avila
Healthcare,EmergencyContact,TEXT,Private,Mark Velez
Employee,Address,TEXT,Private,"0576 Eric Avenue Suite 939
Saundersfort, AR 76933"
Employee,Salary,DECIMAL,Confidential,94737.84
Employee,FullName,TEXT,Private,Leslie Arias
Finance,TaxID,TEXT,Secret,GB85KAQW55867639276656
Employee,Salary,DECIMAL,Confidential,22133.53
Sales,DiscountCoupons,TEXT,Public,Resource bag.
Healthcare,EmergencyContact,TEXT,Private,Jason Smith
Sales,OrderHistory,TEXT,Public,Send sometimes.
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB21LGAT50144129483309
Finance,LoanAmount,DECIMAL,Confidential,60483.24
Healthcare,MedicalHistory,TEXT,Confidential,Early project.
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,True
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB74TWTG35906392359232
Employee,PhoneNumber,TEXT,Private,001-463-448-7275x6745
ITSecurity,APIKey,TEXT,Secret,2b39072ec9092ad7cbd6f05774ea037d
Employee,Address,TEXT,Private,"0825 Justin Plaza
East Sandra, CT 37626"
Employee,ManagerName,TEXT,Private,Gloria Mata
Finance,BankAccountNumber,TEXT,Confidential,GB97OBKF52653376849997
Employee,Department,TEXT,Private,Indicate yes.
Sales,FavoriteProducts,TEXT,Public,Individual say.
Sales,DiscountCoupons,TEXT,Public,No child hotel even.
Sales,CustomerFeedback,TEXT,Public,Notice do travel.
Employee,Salary,DECIMAL,Confidential,21229.41
Employee,Email,TEXT,Private,kendra28@example.com
Employee,Gender,TEXT,Private,female
Sales,LoyaltyPoints,INT,Private,45
Finance,CreditCardNumber,TEXT,Secret,GB87APYY61847768184040
Finance,CompanyBudget,DECIMAL,Confidential,85434.17
Employee,Address,TEXT,Private,"394 Beck Knolls Apt. 832
Gregoryview, WY 44131"
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,True
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB16YVBC46715417836174
Employee,Age,INT,Private,21
Sales,CustomerFeedback,TEXT,Public,Economy stop people.
Employee,FullName,TEXT,Private,Gwendolyn Pacheco
Employee,DateOfBirth,DATE,Private,1992-04-12
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,True
Employee,DateOfBirth,DATE,Private,2012-04-28
Finance,InvestmentValue,DECIMAL,Confidential,70354.23
Healthcare,Diagnosis,TEXT,Confidential,With show look.
ITSecurity,APIKey,TEXT,Secret,2da7dcc71442a6a2bded73c302ba23b9
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB29YJNC43976343060910
ITSecurity,LoginAttempts,INT,Private,22
Employee,EmployeeID,TEXT,Private,Lot today ok attack.
Employee,DateOfBirth,DATE,Private,1983-08-30
Finance,BankAccountNumber,TEXT,Confidential,GB63NIRV41653625556357
ITSecurity,SessionToken,TEXT,Secret,4c980181-fe46-4c7e-ad38-757b2828752a
Sales,LoyaltyPoints,INT,Private,100
Sales,OrderHistory,TEXT,Public,Ahead president.
Finance,InvestmentValue,DECIMAL,Confidential,97425.12
Employee,EmployeeID,TEXT,Private,Out big door.
Employee,Email,TEXT,Private,willie26@example.com
Finance,BankAccountNumber,TEXT,Confidential,GB83HNAP51485273314252
Finance,TaxID,TEXT,Secret,GB17XWAE24890977359256
Employee,Department,TEXT,Private,Career live because.
Finance,InvestmentValue,DECIMAL,Confidential,61817.68
Employee,Age,INT,Private,62
Healthcare,EmergencyContact,TEXT,Private,Bobby Armstrong
ITSecurity,PasswordHash,TEXT,Secret,435224b42d68cf3c4ae4a4fb44296a78522ad047562b1f92cdb7a20f37c606b8
Employee,EmployeeID,TEXT,Private,Move doctor too.
Employee,ManagerName,TEXT,Private,John Smith
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB70FGKO55920605751581
Sales,DiscountCoupons,TEXT,Public,Call bit after fire.
ITSecurity,LoginAttempts,INT,Private,56
ITSecurity,SessionToken,TEXT,Secret,a837652a-a792-4563-82ce-baff45118978
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,True
Healthcare,Prescription,TEXT,Confidential,Look crime nice six.
Finance,TaxID,TEXT,Secret,GB30KWLI88184704544489
Employee,Email,TEXT,Private,luke23@example.net
Sales,CustomerFeedback,TEXT,Public,Most budget.
Employee,Salary,DECIMAL,Confidential,10357.18
Healthcare,EmergencyContact,TEXT,Private,Michael Allen
Healthcare,Diagnosis,TEXT,Confidential,They anything.
ITSecurity,PasswordHash,TEXT,Secret,ccee0dbf9031c9df74c4e01460fb8a66325502d3a6061101ce884d3fec52edd9
Employee,Address,TEXT,Private,"480 Rebecca Turnpike Apt. 700
Port Alex, MS 25916"
Employee,Age,INT,Private,99
Finance,BankAccountNumber,TEXT,Confidential,GB30LVYG58207031271500
Employee,Gender,TEXT,Private,trans
Healthcare,MedicalHistory,TEXT,Confidential,Would her top her.
Employee,PhoneNumber,TEXT,Private,+1-328-366-3696x50319
Finance,TaxID,TEXT,Secret,GB98ZIIH70413866491267
Employee,JobTitle,TEXT,Private,Save glass draw.
ITSecurity,LoginAttempts,INT,Private,87
ITSecurity,LoginAttempts,INT,Private,78
Employee,Address,TEXT,Private,"41034 Vasquez Mountain Apt. 460
Forbesstad, KS 54164"
Employee,Department,TEXT,Private,Church behind.
Employee,Address,TEXT,Private,"USS Morales
FPO AP 78243"
Finance,BankAccountNumber,TEXT,Confidential,GB12CUNL01335507421108
Sales,FavoriteProducts,TEXT,Public,Arrive area moment.
Sales,OrderHistory,TEXT,Public,Physical born up.
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB95STYV71572656512613
Finance,CreditCardNumber,TEXT,Secret,GB84HZQG63862353765971
Sales,OrderHistory,TEXT,Public,Sort seven feeling.
Sales,DiscountCoupons,TEXT,Public,Here service cold.
Healthcare,Diagnosis,TEXT,Confidential,Or family and.
Sales,FavoriteProducts,TEXT,Public,Anyone ever.
Finance,InvestmentValue,DECIMAL,Confidential,68139.33
ITSecurity,SessionToken,TEXT,Secret,ef2fb505-1077-4d5f-9995-121547f1ac02
Employee,Age,INT,Private,81
Employee,Email,TEXT,Private,cgordon@example.org
Employee,JobTitle,TEXT,Private,Understand watch.
Employee,Salary,DECIMAL,Confidential,88469.57
Sales,FavoriteProducts,TEXT,Public,Most party service.
Finance,CompanyBudget,DECIMAL,Confidential,21823.14
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB24SLMI92543842670321
Finance,BankAccountNumber,TEXT,Confidential,GB31QDWT10367894557377
Employee,Salary,DECIMAL,Confidential,10775.88
Employee,EmployeeID,TEXT,Private,Student base.
Employee,EmployeeID,TEXT,Private,Source forward.
Finance,LoanAmount,DECIMAL,Confidential,7039.64
Employee,JobTitle,TEXT,Private,Foreign cell all.
Sales,FavoriteProducts,TEXT,Public,Blue threat scene.
Employee,Salary,DECIMAL,Confidential,15027.22
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,True
Sales,LoyaltyPoints,INT,Private,86
Employee,Department,TEXT,Private,Notice choice.
Employee,Age,INT,Private,60
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB08QQVT17234220754054
ITSecurity,PasswordHash,TEXT,Secret,ea219dcd0a87ecad722f878e80b691546e0a0587a3022547c5a84d30129ddfca
Employee,FullName,TEXT,Private,James Mcintosh
Employee,EmployeeID,TEXT,Private,Role marriage since.
Sales,CustomerFeedback,TEXT,Public,Friend industry.
Employee,Email,TEXT,Private,jonesmark@example.com
Finance,LoanAmount,DECIMAL,Confidential,45510.63
Employee,Gender,TEXT,Private,male
Healthcare,Prescription,TEXT,Confidential,Experience base.
ITSecurity,LoginAttempts,INT,Private,97
Healthcare,Diagnosis,TEXT,Confidential,Think or one.
Finance,TaxID,TEXT,Secret,GB27POYR47097674808415
Employee,Department,TEXT,Private,Down nice best test.
Employee,EmployeeID,TEXT,Private,Near outside by.
Employee,JobTitle,TEXT,Private,Plan simply.
Employee,PhoneNumber,TEXT,Private,857.714.5996
Sales,CustomerFeedback,TEXT,Public,Trade catch cold.
Finance,LoanAmount,DECIMAL,Confidential,7640.56
Employee,DateOfBirth,DATE,Private,2016-09-26
Employee,EmployeeID,TEXT,Private,Key his wear sing.
ITSecurity,APIKey,TEXT,Secret,39e53c57cd18fe3126eff840a38c9f08
Sales,OrderHistory,TEXT,Public,Fish green serve.
ITSecurity,LoginAttempts,INT,Private,35
Sales,FavoriteProducts,TEXT,Public,Seem book design.
Sales,FavoriteProducts,TEXT,Public,Most we attorney.
Employee,Gender,TEXT,Private,trans
Sales,LoyaltyPoints,INT,Private,74
Sales,DiscountCoupons,TEXT,Public,Dinner president.
Finance,BankAccountNumber,TEXT,Confidential,GB87BPUP15365819630937
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB42CWXK06482393537254
Finance,CompanyBudget,DECIMAL,Confidential,7111.77
Healthcare,Prescription,TEXT,Confidential,Ahead name fire.
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,True
Employee,JobTitle,TEXT,Private,While say science.
Finance,TaxID,TEXT,Secret,GB85PSED27646170170559
Employee,PhoneNumber,TEXT,Private,+1-359-400-8814
Sales,CustomerFeedback,TEXT,Public,Run picture line.
Employee,Age,INT,Private,47
ITSecurity,APIKey,TEXT,Secret,35298aa97a638cb1a26da2fb6e89f2dc
Employee,Email,TEXT,Private,vernon21@example.com
ITSecurity,SessionToken,TEXT,Secret,ff60ecd8-2c86-4ef6-8a19-66b90f33dc22
Finance,BankAccountNumber,TEXT,Confidential,GB40RTIO76309070264946
Sales,CustomerFeedback,TEXT,Public,Staff sometimes.
Employee,Salary,DECIMAL,Confidential,1937.3
Sales,DiscountCoupons,TEXT,Public,Too during about.
Employee,Address,TEXT,Private,"04720 Sydney Mission
West David, MP 73419"
Finance,CompanyBudget,DECIMAL,Confidential,64481.83
Finance,TaxID,TEXT,Secret,GB43IWMZ30818885186894
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,True
Finance,InvestmentValue,DECIMAL,Confidential,81777.36
Sales,DiscountCoupons,TEXT,Public,Attorney health.
ITSecurity,SessionToken,TEXT,Secret,0da560b2-c573-423f-8218-624949d31ae4
Finance,TaxID,TEXT,Secret,GB21IHGJ01692229891224
Employee,FullName,TEXT,Private,Albert Henderson
ITSecurity,SessionToken,TEXT,Secret,895a736a-ff35-4fe5-8b46-34d4f674d063
Employee,EmployeeID,TEXT,Private,Response enough.
Employee,JobTitle,TEXT,Private,Yeah can paper sign.
Finance,BankAccountNumber,TEXT,Confidential,GB72LXKS14231017590332
ITSecurity,SessionToken,TEXT,Secret,8aef6fe2-3e45-4c2d-bd4f-bed6f4e0ec5c
Finance,TaxID,TEXT,Secret,GB77WCQW19096829446458
Sales,DiscountCoupons,TEXT,Public,Lead arrive cut.
Sales,DiscountCoupons,TEXT,Public,Mr serve whatever.
Healthcare,MedicalHistory,TEXT,Confidential,Material hot PM I.
Finance,CompanyBudget,DECIMAL,Confidential,27930.76
ITSecurity,LoginAttempts,INT,Private,27
Finance,CompanyBudget,DECIMAL,Confidential,67683.16
Finance,LoanAmount,DECIMAL,Confidential,62606.1
Healthcare,Diagnosis,TEXT,Confidential,Check account long.
Employee,EmployeeID,TEXT,Private,Forget it yes.
Healthcare,EmergencyContact,TEXT,Private,Kevin Russell
Employee,FullName,TEXT,Private,Christopher Cook
Sales,DiscountCoupons,TEXT,Public,Many partner.
Sales,LoyaltyPoints,INT,Private,40
Sales,LoyaltyPoints,INT,Private,28
ITSecurity,APIKey,TEXT,Secret,ebccaf2bc38970de0283e02f8be2086c
Employee,DateOfBirth,DATE,Private,1986-05-24
Healthcare,EmergencyContact,TEXT,Private,Annette Vasquez
ITSecurity,PasswordHash,TEXT,Secret,a8f159232a9d654a194a315022760dcab6fe9f6b030f93b732bafa44c378612d
Employee,Address,TEXT,Private,"098 White Roads
Timothyside, AL 05996"
Healthcare,MedicalHistory,TEXT,Confidential,Sense site civil.
ITSecurity,PasswordHash,TEXT,Secret,5e963f433fe170f5238f7c79df79ca08377e3121b49eb18702169bde59bb0b38
Healthcare,MedicalHistory,TEXT,Confidential,Stop me culture.
Finance,TaxID,TEXT,Secret,GB83IUSY12724388430528
Employee,PhoneNumber,TEXT,Private,768-256-2751x92191
Employee,Address,TEXT,Private,"324 Derek Stravenue Suite 023
Lake Johnathanmouth, MI 15203"
Finance,LoanAmount,DECIMAL,Confidential,93841.54
Finance,LoanAmount,DECIMAL,Confidential,8893.5
Healthcare,Prescription,TEXT,Confidential,Raise would.
Employee,Department,TEXT,Private,Job wife audience.
Healthcare,Diagnosis,TEXT,Confidential,Expert stage.
Employee,JobTitle,TEXT,Private,Avoid hold scene.
Employee,Age,INT,Private,28
Employee,Department,TEXT,Private,Not only including.
Sales,FavoriteProducts,TEXT,Public,Less television.
Finance,BankAccountNumber,TEXT,Confidential,GB67XFZK05799801652365
Sales,CustomerFeedback,TEXT,Public,Red full kid.
Finance,BankAccountNumber,TEXT,Confidential,GB48ZOTK16860492258211
Sales,DiscountCoupons,TEXT,Public,Only key cultural.
Employee,Gender,TEXT,Private,trans
Employee,DateOfBirth,DATE,Private,1998-12-24
ITSecurity,APIKey,TEXT,Secret,0efc8591a6ef7218d62a64cc7ff4240b
Employee,Address,TEXT,Private,"164 Jennifer Lake Apt. 881
Hayesfurt, OK 85287"
Healthcare,EmergencyContact,TEXT,Private,Matthew Johnson
Sales,OrderHistory,TEXT,Public,Citizen response.
Finance,LoanAmount,DECIMAL,Confidential,59577.11
Employee,ManagerName,TEXT,Private,Craig Henry
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB91ROKC94885635249131
Employee,Address,TEXT,Private,"219 Karen Stream Suite 064
Teresaport, MD 47466"
Healthcare,MedicalHistory,TEXT,Confidential,Water like own over.
Employee,Age,INT,Private,19
Healthcare,Prescription,TEXT,Confidential,Land candidate.
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB35NKEW41286028715237
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,True
Healthcare,Prescription,TEXT,Confidential,Rather west.
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB84VMQP73329352231251
Finance,CompanyBudget,DECIMAL,Confidential,18452.71
Healthcare,Diagnosis,TEXT,Confidential,Matter treatment.
Sales,LoyaltyPoints,INT,Private,73
Finance,TaxID,TEXT,Secret,GB58WOKM42125410519055
Sales,CustomerFeedback,TEXT,Public,Well television.
Healthcare,MedicalHistory,TEXT,Confidential,Chance argue share.
Sales,DiscountCoupons,TEXT,Public,Run event mention.
Finance,BankAccountNumber,TEXT,Confidential,GB55RDDT11126056324398
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,True
Sales,DiscountCoupons,TEXT,Public,Pay save above rate.
Employee,ManagerName,TEXT,Private,Jessica Greene
Employee,Email,TEXT,Private,hjones@example.com
Healthcare,EmergencyContact,TEXT,Private,Samantha Golden
Healthcare,MedicalHistory,TEXT,Confidential,Food stand appear.
Employee,Email,TEXT,Private,melissa37@example.com
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,True
Employee,FullName,TEXT,Private,Mr. Gerald Arias
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,True
Employee,ManagerName,TEXT,Private,Pamela Anderson
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,True
ITSecurity,SessionToken,TEXT,Secret,28b23b3b-4922-4ba2-b6e5-6590e1d2e35e
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,True
Employee,EmployeeID,TEXT,Private,Special mission.
Employee,Salary,DECIMAL,Confidential,99104.75
ITSecurity,SessionToken,TEXT,Secret,1df1c3db-cc42-4088-80aa-d7b370d02c75
Healthcare,MedicalHistory,TEXT,Confidential,Population employee.
Healthcare,EmergencyContact,TEXT,Private,Rachel Rodriguez
ITSecurity,APIKey,TEXT,Secret,784abc2457d5977f4f685643f8d8f326
Healthcare,Prescription,TEXT,Confidential,Feeling mind catch.
ITSecurity,LoginAttempts,INT,Private,89
Employee,ManagerName,TEXT,Private,Susan Krueger
ITSecurity,SessionToken,TEXT,Secret,2f56b834-fda4-46e0-bad7-a706a6caf109
Employee,Age,INT,Private,65
ITSecurity,SessionToken,TEXT,Secret,dce5e712-0d4e-4d2a-b204-8cae0bf326b2
Employee,Email,TEXT,Private,chanrobert@example.net
Finance,InvestmentValue,DECIMAL,Confidential,14070.14
Healthcare,Prescription,TEXT,Confidential,Senior throughout.
ITSecurity,PasswordHash,TEXT,Secret,ef54af12654884acf354123b179baf571560cfc4713d1ae317bc14af9294e4bd
ITSecurity,SessionToken,TEXT,Secret,f2567970-de17-4972-aa40-b9e3f5f5ae12
Sales,FavoriteProducts,TEXT,Public,Play if rise nation.
Employee,Age,INT,Private,70
Employee,Gender,TEXT,Private,trans
Sales,DiscountCoupons,TEXT,Public,Get well close.
Employee,DateOfBirth,DATE,Private,2011-02-25
Employee,DateOfBirth,DATE,Private,1973-03-14
Employee,Department,TEXT,Private,Bed their expect.
Finance,TaxID,TEXT,Secret,GB39VAWI45965388237443
Sales,FavoriteProducts,TEXT,Public,Seem stand together.
ITSecurity,PasswordHash,TEXT,Secret,84c09bbc6f74751cd6da9051fe68cd8017dbd1f08df89c176e7048db65046fd0
Sales,FavoriteProducts,TEXT,Public,Professor attack.
Sales,CustomerFeedback,TEXT,Public,Rate late gas.
Healthcare,Prescription,TEXT,Confidential,Truth piece friend.
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB69OGHC95393136872689
Employee,ManagerName,TEXT,Private,Karen Malone
ITSecurity,SessionToken,TEXT,Secret,506ede87-e55f-4fbc-9c04-d38d8e3e1deb
Healthcare,MedicalHistory,TEXT,Confidential,News hour suffer.
Finance,TaxID,TEXT,Secret,GB52TQPQ75311961844546
Sales,OrderHistory,TEXT,Public,Example continue.
Healthcare,Prescription,TEXT,Confidential,Or want my image.
Finance,CompanyBudget,DECIMAL,Confidential,12471.79
Healthcare,MedicalHistory,TEXT,Confidential,Final professor.
Employee,DateOfBirth,DATE,Private,2019-09-01
Sales,CustomerFeedback,TEXT,Public,Keep boy weight.
ITSecurity,APIKey,TEXT,Secret,1ba2f1918d6c612b8b67c9b5c2b47a5a
Employee,Address,TEXT,Private,"88620 William Trace Apt. 409
North Heatherbury, CO 45027"
Sales,LoyaltyPoints,INT,Private,35
Healthcare,EmergencyContact,TEXT,Private,Matthew Powell
ITSecurity,PasswordHash,TEXT,Secret,883100bfd3974ecb1ce795460a8338b947d0966f8a056c7e645f958ffc3b16d8
Employee,Address,TEXT,Private,"94627 Carson Fork
Richardsonton, IL 52343"
Employee,Department,TEXT,Private,Mouth unit smile.
Healthcare,Prescription,TEXT,Confidential,Those alone.
Healthcare,EmergencyContact,TEXT,Private,Tyler Lee
Employee,PhoneNumber,TEXT,Private,304.996.8678
Healthcare,Prescription,TEXT,Confidential,Last check feel.
Healthcare,EmergencyContact,TEXT,Private,Candice Barton
Employee,DateOfBirth,DATE,Private,1981-12-16
Employee,FullName,TEXT,Private,Jennifer Jensen
Sales,LoyaltyPoints,INT,Private,67
Employee,FullName,TEXT,Private,Kelly Gutierrez
Finance,InvestmentValue,DECIMAL,Confidential,97719.0
Employee,DateOfBirth,DATE,Private,1992-02-13
Employee,Address,TEXT,Private,"057 Lee Branch Apt. 934
East Michael, FM 50156"
Employee,DateOfBirth,DATE,Private,1985-12-03
Employee,Gender,TEXT,Private,male
ITSecurity,APIKey,TEXT,Secret,060c26369a9133cd8bea911bdf20f630
Healthcare,MedicalHistory,TEXT,Confidential,Response despite.
Employee,ManagerName,TEXT,Private,Alexander King
Employee,PhoneNumber,TEXT,Private,+1-219-519-9748x5987
Employee,PhoneNumber,TEXT,Private,+1-536-646-5206
Healthcare,Diagnosis,TEXT,Confidential,Economic heart.
Healthcare,Diagnosis,TEXT,Confidential,Job something vote.
Employee,ManagerName,TEXT,Private,Autumn Schwartz
Employee,JobTitle,TEXT,Private,Bad father none.
Finance,TaxID,TEXT,Secret,GB79EGAG65293125263387
ITSecurity,APIKey,TEXT,Secret,afd3a0ea1c121df11d43adf8df9527fe
ITSecurity,APIKey,TEXT,Secret,5cda0d648911746f6c7ad04b09e50873
ITSecurity,SessionToken,TEXT,Secret,266041af-941c-4931-8a34-2beaf3e1d478
ITSecurity,PasswordHash,TEXT,Secret,1c305caad97c30b88df689f556313fdb2dd141b93a440e69005af27aaffa6082
Employee,Email,TEXT,Private,jeffrey67@example.com
Sales,OrderHistory,TEXT,Public,Now middle him many.
Employee,Salary,DECIMAL,Confidential,81085.0
Employee,Department,TEXT,Private,While standard plan.
Employee,PhoneNumber,TEXT,Private,530-251-0729x274
Employee,Email,TEXT,Private,tbray@example.com
Finance,InvestmentValue,DECIMAL,Confidential,26559.58
Finance,TaxID,TEXT,Secret,GB52UZJV96951463538953
Employee,DateOfBirth,DATE,Private,2005-11-28
Employee,FullName,TEXT,Private,Dr. John Bailey DDS
Employee,ManagerName,TEXT,Private,Brittney Moreno
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,True
Finance,BankAccountNumber,TEXT,Confidential,GB72JCEW26248289282412
Employee,EmployeeID,TEXT,Private,Quickly common.
Finance,LoanAmount,DECIMAL,Confidential,62232.33
ITSecurity,PasswordHash,TEXT,Secret,ed19d92d5abe8b9dde57ea27af2e457c6850ecccc8f62ea69b256fb63439e9bf
Employee,FullName,TEXT,Private,Vanessa Walters
Finance,CreditCardNumber,TEXT,Secret,GB31MXOB80747917184696
Sales,LoyaltyPoints,INT,Private,30
Healthcare,MedicalHistory,TEXT,Confidential,Final rather.
Finance,CompanyBudget,DECIMAL,Confidential,20420.19
Sales,FavoriteProducts,TEXT,Public,Human few ever.
Employee,Address,TEXT,Private,"5106 Stephens Shores Apt. 926
East Jessica, MS 42320"
Employee,DateOfBirth,DATE,Private,2005-09-14
Sales,OrderHistory,TEXT,Public,Item member.
ITSecurity,PasswordHash,TEXT,Secret,7ea806d74b239e955bccd45ae1cc56186b25978446f54187a653a46e0ce85cda
ITSecurity,PasswordHash,TEXT,Secret,7cd06a1e0853f3abf1116b9b8e287816e02420cf55349c7b84dcd5e52eadc9aa
Finance,TaxID,TEXT,Secret,GB91PFLJ75770488331224
Employee,Email,TEXT,Private,kristineestes@example.org
ITSecurity,LoginAttempts,INT,Private,56
Employee,JobTitle,TEXT,Private,Picture book staff.
Sales,LoyaltyPoints,INT,Private,90
Finance,CompanyBudget,DECIMAL,Confidential,96311.29
Employee,PhoneNumber,TEXT,Private,(804)472-3130x042
Employee,ManagerName,TEXT,Private,Briana Yoder
Healthcare,MedicalHistory,TEXT,Confidential,Baby college term.
Employee,Salary,DECIMAL,Confidential,5992.85
Employee,JobTitle,TEXT,Private,Rest wait ability.
Sales,CustomerFeedback,TEXT,Public,Player large door.
Employee,Gender,TEXT,Private,female
Healthcare,Diagnosis,TEXT,Confidential,Successful rule.
Healthcare,Prescription,TEXT,Confidential,Image rise seat.
Employee,Department,TEXT,Private,Let although bit.
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB54CIQW33951493429428
Employee,EmployeeID,TEXT,Private,Fear or market that.
Sales,FavoriteProducts,TEXT,Public,Then purpose media.
Healthcare,Diagnosis,TEXT,Confidential,Doctor our hundred.
Finance,CreditCardNumber,TEXT,Secret,GB10DCVN33235459192561
Employee,DateOfBirth,DATE,Private,1974-04-15
Sales,LoyaltyPoints,INT,Private,42
Employee,Gender,TEXT,Private,trans
Employee,JobTitle,TEXT,Private,Plant maybe too.
ITSecurity,SessionToken,TEXT,Secret,50276a26-a93d-4eb9-a36a-af192bc54118
Employee,Salary,DECIMAL,Confidential,50588.31
Employee,Age,INT,Private,67
Finance,InvestmentValue,DECIMAL,Confidential,18021.53
Finance,LoanAmount,DECIMAL,Confidential,34226.14
Employee,Salary,DECIMAL,Confidential,42201.99
Employee,Age,INT,Private,83
Finance,BankAccountNumber,TEXT,Confidential,GB07EQRC95355707236160
Finance,InvestmentValue,DECIMAL,Confidential,6367.23
Sales,DiscountCoupons,TEXT,Public,Public cause cover.
Finance,CompanyBudget,DECIMAL,Confidential,83531.93
Employee,DateOfBirth,DATE,Private,1975-04-14
Sales,CustomerFeedback,TEXT,Public,Option need keep.
Sales,OrderHistory,TEXT,Public,Spend in in.
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB36NLTK99752759526102
Employee,JobTitle,TEXT,Private,Bad case computer.
Finance,BankAccountNumber,TEXT,Confidential,GB28NUQE57943144625460
Employee,PhoneNumber,TEXT,Private,462-386-2022x210
Finance,TaxID,TEXT,Secret,GB02RJAB39362323164213
Employee,Department,TEXT,Private,Many two long call.
ITSecurity,PasswordHash,TEXT,Secret,e67122ac31e679912629eaf6d0c767cb628678861cb0c94118cfbe4f3755992f
Sales,DiscountCoupons,TEXT,Public,Probably into.
Sales,OrderHistory,TEXT,Public,List himself light.
Sales,CustomerFeedback,TEXT,Public,Factor approach.
Employee,EmployeeID,TEXT,Private,Occur way past save.
Employee,Email,TEXT,Private,samanthawright@example.com
Healthcare,Diagnosis,TEXT,Confidential,Consider seven tree.
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,False
ITSecurity,APIKey,TEXT,Secret,95866a3045e7646eb3956e49fc3d9943
Employee,Salary,DECIMAL,Confidential,14906.74
ITSecurity,LoginAttempts,INT,Private,84
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,True
Employee,Address,TEXT,Private,"369 Mitchell Courts Apt. 055
West Steven, WV 43217"
Employee,Address,TEXT,Private,"21513 David Key Suite 085
Perryview, OH 88248"
